/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_11_686.jpg,,,0,0,0,1.433937E-05
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_11_783.jpg,,,0,0,0,3.960637E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_11_916.jpg,,,0,0,0,1.573264E-05
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_12_051.jpg,,,0,0,0,6.60218E-07
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_12_180.jpg,,,0,0,0,1.260827E-05
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_12_289.jpg,,,0,0,0,2.700906E-05
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_12_425.jpg,,,0,0,0,6.089088E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_12_534.jpg,,,0,0,0,1.174495E-05
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_12_689.jpg,,,0,0,0,7.294169E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_12_806.jpg,,,0,0,0,5.329594E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_12_933.jpg,,,0,0,0,3.93238E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_13_075.jpg,,,0,0,0,1.423673E-05
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_13_205.jpg,,,0,0,0,6.439062E-07
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_13_318.jpg,,,0,0,0,5.560249E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_13_443.jpg,,,0,0,0,9.183441E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_13_550.jpg,,,0,0,0,8.023801E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_13_693.jpg,,,0,0,0,2.887917E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_13_846.jpg,,,0,0,0,3.001977E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_13_964.jpg,,,0,0,0,1.5277E-05
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_14_115.jpg,,,0,0,0,6.73306E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_14_218.jpg,,,0,0,0,7.291756E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_14_323.jpg,,,0,0,0,2.808968E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_14_421.jpg,,,0,0,0,1.117952E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_14_515.jpg,,,0,0,0,2.159938E-05
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_14_620.jpg,,,0,0,0,7.219095E-06
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_14_740.jpg,,,0,0.325368,0,0.3727401
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_14_919.jpg,,,0,0.669705,0,1.295439
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_15_024.jpg,,,0,0.278823,0,1.700465
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_15_144.jpg,,,0,0,0,1.711929
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_15_203.jpg,,,0,0,0,1.687939
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_15_329.jpg,,,0,0,0,1.667644
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_15_451.jpg,,,-0.1083333,0,0,1.646189
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_15_576.jpg,,,-0.2083333,0,0,1.62438
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_15_752.jpg,,,-0.2083333,0.3763981,0,2.212543
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_15_867.jpg,,,-0.2083333,0.07370728,0,2.299182
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_15_922.jpg,,,-0.2083333,0,0,2.27949
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_16_044.jpg,,,-0.2083333,0,0,2.256597
/Users/Mango/Documents/Development/Learning Plus Challenges/SDC/Term 1/Behavioural Cloning /Training/IMG/center_2017_01_30_19_53_16_175.jpg,,,-0.2083333,0,0,2.224935
